Region,Site,Site.no,Transect,Photo,Initials,richness,richplus,mob.count,mob.rich,space.per,sedim.per,space,sedim,SFR,Hen,Star,Oph,PCA,EQU,CPI,PLU,Cuw,Ton,Mop,LME,Chit,Limp,Call,Troc,Amp,GA1,OLU,TCA,NUC,Gast,Dori,Fla,Nudi,SAC,MQU,Her,Shr,JZO,AHA,dummy
Hood,PP,16,PE3_48,P1010015,RE,7,9,0,0,26.88,0,0.26875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PP,16,PE3_48,P1010016,RE,7,9,0,0,23.75,0,0.2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PP,16,PE4_56,P1010018,RE,7,9,1,1,30,5.63,0.3,0.05625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hood,PP,16,PE4_56,P1010019,RE,8,10,2,2,46.88,10.63,0.46875,0.10625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hood,PP,16,PE4_56,P1010020,RE,5,7,4,3,51.25,0,0.5125,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hood,PP,16,PE4_56,P1010021,RE,8,10,1,1,26.25,1.25,0.2625,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hood,PW,17,PW1_60,P1010048,RE,4,5,0,0,43.13,45,0.43125,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PW,17,PW1_60,P1010049,RE,4,5,0,0,41.88,49.38,0.41875,0.49375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PW,17,PW1_60,P1010050,RE,3,4,2,2,58.13,35,0.58125,0.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hood,PW,17,PW1_60,P1010051,RE,3,4,0,0,60,33.75,0.6,0.3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PW,17,PW2_67,P1010052,RE,4,5,1,1,3.75,75,0.0375,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hood,PW,17,PW2_67,P1010053,RE,5,6,1,1,11.88,80.63,0.11875,0.80625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hood,PW,17,PW2_67,P1010054,RE,3,3,1,1,0,95.63,0,0.95625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hood,PW,17,PW2_67,P1010055,RE,5,6,1,1,6.88,71.88,0.06875,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hood,PW,17,PW4_52,P1010062,RE,5,6,1,1,56.25,19.38,0.5625,0.19375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hood,PW,17,PW4_52,P1010064,RE,2,3,0,0,13.13,86.88,0.13125,0.86875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PW,17,PW4_52,P1010065,RE,2,2,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PW,17,PW4_52,P1010066,RE,5,7,1,1,37.5,50.63,0.375,0.50625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hood,PW,17,PW5_48,P1010068,RE,3,4,1,1,44.38,51.25,0.44375,0.5125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hood,PW,17,PW5_48,P1010069,RE,1,2,0,0,18.13,80.63,0.18125,0.80625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PW,17,PW5_48,P1010070,RE,1,2,0,0,48.13,50,0.48125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hood,PW,17,PW5_48,P1010071,RE,1,2,0,0,43.13,56.25,0.43125,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
